DATASET,GAME_ID,DATE,TEAM,VENUE,Q1,Q2,Q3,Q4,OT1,OT2,OT3,OT4,OT5,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,"TO
TO",BL,PTS,POSS,PACE,OEFF,DEFF,"TEAM
REST DAYS",STARTING LINEUPS,,,,,MAIN REF,CREW,OPENING ODDS,OPENING SPREAD,OPENING TOTAL,"LINE 
MOVEMENT #1","LINE 
MOVEMENT #2","LINE 
MOVEMENT #3","CLOSING
ODDS",CLOSING SPREAD,CLOSING TOTAL,MONEYLINE,HALFTIME,"BOX SCORE
URL","ODDS
URL"
NBA 2018-2019 Regular Season,21800729,1/25/19,Minnesota,R,24,21,24,33,,,,,,102,240,38,90,8,26,18,21,12,38,50,20,22,5,14,15,5,102,97.4,97.4,104.7,108.8,3IN4-B2B,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Josh Okogie,Jerryd Bayless,Kevin Scott,Matt Myers,222,8.5,222,217.5,217, 217o21,217.5,10.5,217.5,459,107u15,,
NBA 2018-2019 Regular Season,21800729,1/25/19,Utah,H,31,21,38,16,,,,,,106,240,37,94,13,40,19,25,16,31,47,25,19,9,11,11,8,106,97.4,97.4,108.8,104.7,1,Joe Ingles,Derrick Favors,Rudy Gobert,Donovan Mitchell,Ricky Rubio,,James Williams,-8.5,-8.5,222,-24,-9.5, -9.5 -15,-10.5,-10.5,217.5,-620,-19,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800730,1/26/19,San Antonio,R,28,32,36,30,,,,,,126,240,47,91,11,24,21,25,9,42,51,30,19,5,9,10,3,126,101.8,101.8,123.8,112,2,Rudy Gay,LaMarcus Aldridge,Pau Gasol,Derrick White,Bryn Forbes,Josh Tiven,Brandon Adair,-1.5,-1.5,225.5,-19,-4.5, -4.5 -15,-4.5,-4.5,227.5,-200,-2,,
NBA 2018-2019 Regular Season,21800730,1/26/19,New Orleans,H,27,30,28,29,,,,,,114,240,45,96,7,27,17,24,10,31,41,26,18,6,8,8,6,114,101.8,101.8,112,123.8,3IN4,E'Twaun Moore,Solomon Hill,Jahlil Okafor,Jrue Holiday,Elfrid Payton,,Karl Lane,225.5,1.5,225.5,227.5,229,228.5,227.5,4.5,227.5,170,117,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800731,1/26/19,Indiana,R,19,23,27,34,,,,,,103,240,32,74,9,27,30,36,7,33,40,20,26,7,17,18,5,103,97,97,106.2,109.2,2,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Tyreke Evans,Darren Collison,Kane Fitzgerald,Natalie Sago,-17.5,-2.5,204.5,-5,-20,-5,-20,-5,202.5,-205,-5.5,,
NBA 2018-2019 Regular Season,21800731,1/26/19,Memphis,H,24,29,25,28,,,,,,106,240,39,80,9,28,19,28,8,28,36,29,24,8,12,14,5,106,97,97,109.2,106.2,3IN4-B2B,Justin Holiday,Jaren Jackson Jr.,Marc Gasol,Jevon Carter,Mike Conley,,Tre Maddox,204.5,2.5,204.5,203,204,203,202.5,5,202.5,172,100.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800732,1/26/19,Golden State,R,29,32,29,25,,,,,,115,240,37,83,12,33,29,34,11,42,53,25,19,8,14,15,7,115,101.1,101.1,113.7,109.8,1,Kevin Durant,Draymond Green,DeMarcus Cousins,Klay Thompson,Stephen Curry,Brian Forte,Nick Buchert,-17,-2,230,-8.5,-3, -3 -15,-3.5,-3.5,232,-170,-17,,
NBA 2018-2019 Regular Season,21800732,1/26/19,Boston,H,26,33,25,27,,,,,,111,240,41,99,15,40,14,15,15,34,49,23,22,6,14,14,4,111,101.1,101.1,109.8,113.7,2,Jayson Tatum,Marcus Morris,Al Horford,Marcus Smart,Kyrie Irving,,John Goble,230,2,230,234,233, 233u12,232,3.5,232,148,114.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800733,1/26/19,Philadelphia,R,37,31,28,14,,,,,,110,240,38,91,14,36,20,27,11,30,41,29,24,7,12,12,2,110,102.5,102.5,107.3,122.9,2,Ben Simmons,Corey Brewer,Jonah Bolden,JJ Redick,T.J. McConnell,Pat Fraher,Mousa Dagher,224.5,7,224.5,229.5u12,229u13 ,228,227,10,227,400,111.5o15,,
NBA 2018-2019 Regular Season,21800733,1/26/19,Denver,H,41,36,30,19,,,,,,126,240,48,94,8,24,22,29,11,40,51,27,21,4,10,11,4,126,102.5,102.5,122.9,107.3,3IN4-B2B,Torrey Craig,Paul Millsap,Nikola Jokic,Gary Harris,Will Barton,,Mark Ayotte,-7,-7,224.5,-15.5,-10.5, -10.5 -05,-10,-10,227,-525,-2.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800734,1/26/19,Atlanta,R,30,34,26,21,,,,,,111,240,42,92,12,33,15,20,9,27,36,24,27,9,10,11,7,111,100.3,100.3,110.7,119.6,2,Kevin Huerter,John Collins,Dewayne Dedmon,DeAndre' Bembry,Trae Young,Sean Wright,Brett Nansel,228.5,10.5,228.5,223.5,224,223.5,224,8.5,224,351,110,,
NBA 2018-2019 Regular Season,21800734,1/26/19,Portland,H,40,23,30,27,,,,,,120,240,41,82,11,30,27,30,11,36,47,26,23,8,18,19,7,120,100.3,100.3,119.6,110.7,1,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic,CJ McCollum,Seth Curry,,Marat Kogut,-10.5,-10.5,228.5,-9,-13.5, -8.5 -15,-25.5,-8.5,224,-450,-26.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800735,1/27/19,Cleveland,R,27,24,28,25,,,,,,104,240,39,92,13,34,13,15,12,40,52,26,13,5,8,8,3,104,94.4,94.4,110.2,107,1,Rodney Hood,Cedi Osman,Ante Zizic,Alec Burks,Collin Sexton,Jason Phillips,Haywoode Workman,211,5.5,211,213,212.5, 212.5u12,212,5,212,167,109,,
NBA 2018-2019 Regular Season,21800735,1/27/19,Chicago,H,29,24,26,22,,,,,,101,240,39,88,9,26,14,17,8,39,47,22,17,5,10,10,8,101,94.4,94.4,107,110.2,1,Wayne Selden,Lauri Markkanen,Robin Lopez,Zach LaVine,Kris Dunn,,Kevin Cutler,-5.5,-5.5,211,-4.5,-1.5,-4,-5,-5,212,-197,-2.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800736,1/27/19,Sacramento,R,21,30,25,32,,,,,,108,240,37,93,8,36,26,30,15,29,44,18,26,12,12,12,6,108,101.3,101.3,106.6,120.4,1,Iman Shumpert,Nemanja Bjelica,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,Ken Mauer,Jacyn Goble,228.5,4.5,228.5,229.5,231,230,230.5,3,230.5,135,111.5,,
NBA 2018-2019 Regular Season,21800736,1/27/19,LA Clippers,H,34,33,20,35,,,,,,122,240,42,88,11,29,27,29,14,38,52,35,28,6,18,19,1,122,101.3,101.3,120.4,106.6,1,Avery Bradley,Tobias Harris,Marcin Gortat,Patrick Beverley,Shai Gilgeous-Alexander,,Kevin Scott,-9.5,-4.5,228.5,-3.5,-4, -3.5 -05,-3,-3,230.5,-155,-12,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800737,1/27/19,Orlando,R,34,27,21,16,,,,,,98,240,39,97,10,35,10,17,18,38,56,23,18,10,13,15,4,98,98.1,98.1,99.9,105,1,Jonathan Isaac,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,Ron Garretson,Jason Goldenberg,221,8.5,221,223,221.5, 221.5u12,221.5u13,8.5,221.5,327,108.5,,
NBA 2018-2019 Regular Season,21800737,1/27/19,Houston,H,18,35,21,29,,,,,,103,240,38,80,12,36,15,21,3,36,39,20,19,8,13,13,7,103,98.1,98.1,105,99.9,1,Eric Gordon,PJ Tucker,Kenneth Faried,James Harden,Chris Paul,,Josh Tiven,-8.5,-8.5,221,-13.5,-16.5,-8.5,-22.5,-8.5,221.5,-415,-10,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800738,1/27/19,Milwaukee,R,25,17,37,33,,,,,,112,240,39,91,15,37,19,28,9,40,49,22,22,6,14,14,5,112,105.3,105.3,106.3,112,1,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Malcolm Brogdon,Eric Bledsoe,JB DeRosa,David Guthrie,PK,0,233,235.5,234.5, 234.5o12,234.5o14,1.5,234.5,100,118.5,,
NBA 2018-2019 Regular Season,21800738,1/27/19,Oklahoma City,H,31,25,33,29,,,,,,118,240,44,94,16,32,14,25,11,41,52,29,21,5,11,12,10,118,105.3,105.3,112,106.3,2,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,,Derrick Collins,233,0,233,1,1.5, +1 -06,-7.5,-1.5,234.5,-120,5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800739,1/27/19,Toronto,R,38,32,15,38,,,,,,123,240,37,83,17,34,32,38,8,36,44,24,27,6,7,8,5,123,101,101,121.8,118.8,1,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Danny Green,Kyle Lowry,Tony Brothers,Mitchell Ervin,-4.5,-4.5,220,-19.5,-6.5, -4.5 -03,-12.5,-4.5,220,-180,-13,,
NBA 2018-2019 Regular Season,21800739,1/27/19,Dallas,H,32,26,30,32,,,,,,120,240,43,88,11,36,23,34,7,36,43,25,29,5,11,11,2,120,101,101,118.8,121.8,1,Wesley Matthews,Harrison Barnes,DeAndre Jordan,Luka Doncic,Dennis Smith Jr.,,Karl Lane,220,4.5,220,219.5u15,219, 219o21,220,4.5,220,155,108.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800740,1/27/19,Utah,R,25,28,37,35,,,,,,125,240,46,86,15,39,18,25,6,30,36,30,17,8,9,9,5,125,97,97,128.9,114.5,1,Joe Ingles,Derrick Favors,Rudy Gobert,Donovan Mitchell,Ricky Rubio,Pat Fraher,Jonathan Sterling,-9.5,-4.5,217,-10.5,-5.5, -5.5 +03,-5,-5,216.5,-215,-2.5,,
NBA 2018-2019 Regular Season,21800740,1/27/19,Minnesota,H,22,28,35,26,,,,,,111,240,37,77,17,36,20,23,5,30,35,22,22,7,16,16,4,111,97,97,114.5,128.9,3IN4,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Josh Okogie,Jerryd Bayless,,Curtis Blair,217,4.5,217,218,218u11 ,216,216.5,5,216.5,180,111.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800741,1/27/19,Miami,R,25,27,29,25,,,,,,106,240,39,84,12,33,16,18,8,39,47,26,24,6,15,16,5,106,97.1,97.1,109.2,99.9,1,James Johnson,Justise Winslow,Hassan Whiteside,Wayne Ellington,Josh Richardson,Scott Foster,J.T. Orr,-5.5,-5.5,212,-9.5,-4.5, -5 -13,-20,-5,210,-218,-5,,
NBA 2018-2019 Regular Season,21800741,1/27/19,New York,H,26,32,12,27,,,,,,97,240,36,84,7,26,18,24,7,31,38,22,20,13,11,11,3,97,97.1,97.1,99.9,109.2,1,Kevin Knox,Lance Thomas,Noah Vonleh,Tim Hardaway Jr.,Frank Ntilikina,,Leroy Richardson,212,5.5,212,209o13,209o15 , 209o13,210,5,210,182,103.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800742,1/27/19,Washington,R,26,43,17,33,,,,,,119,240,40,89,18,46,21,29,8,24,32,32,18,11,9,9,0,119,101.3,101.3,117.4,130.3,3IN4,Trevor Ariza,Jeff Green,Thomas Bryant,Bradley Beal,Tomas Satoransky,Michael Smith,James Williams,220.5,4.5,220.5,221.5,222.5,221.5,220.5,4.5,220.5,166,109.5,,
NBA 2018-2019 Regular Season,21800742,1/27/19,San Antonio,H,36,34,29,33,,,,,,132,240,49,86,16,34,18,21,7,42,49,31,20,6,15,16,4,132,101.3,101.3,130.3,117.4,B2B,Rudy Gay,LaMarcus Aldridge,Pau Gasol,Derrick White,Bryn Forbes,,Tony Brown,-10.5,-4.5,220.5,-10,-22,-4.5,-15.5,-4.5,220.5,-195,-17.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800743,1/27/19,Phoenix,R,27,26,28,21,,,,,,102,240,34,85,7,26,27,32,15,25,40,19,20,8,16,16,9,102,96.2,96.2,106,120.6,3IN4,Mikal Bridges,Josh Jackson,Dragan Bender,Devin Booker,Elie Okobo,Marc Davis,Ben Taylor,226u12,5,226,226,227, 227o16,227.5,8,227.5,263,111,,
NBA 2018-2019 Regular Season,21800743,1/27/19,LA Lakers,H,31,34,25,26,,,,,,116,240,47,89,10,23,12,18,14,27,41,28,30,8,16,18,10,116,96.2,96.2,120.6,106,2,Brandon Ingram,Michael Beasley,Ivica Zubac,Kentavious Caldwell-Pope,Rajon Rondo,,Brett Nansel,-5,-5,226,-2.5,-15, -8 -08,-13,-8,227.5,-325,-0.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800744,1/28/19,New York,R,24,29,18,21,,,,,,92,240,34,85,7,23,17,26,8,38,46,19,15,6,8,10,6,92,95.7,95.7,96.2,105.6,3IN4-B2B,Kevin Knox,Lance Thomas,Noah Vonleh,Tim Hardaway Jr.,Trey Burke,Kane Fitzgerald,Ashley Moyer-Gleich,217.5,10.5,217.5,223,222.5,221.5,221,11.5,221,688,107.5,,
NBA 2018-2019 Regular Season,21800744,1/28/19,Charlotte,H,30,24,17,30,,,,,,101,240,39,94,11,34,12,16,13,38,51,25,20,4,10,10,10,101,95.7,95.7,105.6,96.2,2,Nicolas Batum,Marvin Williams,Bismack Biyombo,Jeremy Lamb,Kemba Walker,,Tre Maddox,-10.5,-10.5,217.5,-12,-27,-12,-11.5,-11.5,221,-1050,-22,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800745,1/28/19,Golden State,R,40,29,32,31,,,,,,132,240,53,98,13,31,13,16,13,35,48,39,19,9,12,14,7,132,101.6,101.6,129.9,98.4,1,Kevin Durant,Jordan Bell,DeMarcus Cousins,Klay Thompson,Stephen Curry,Scott Wall,Aaron Smith,-9,-9,227,-7,-12,-7,-12,-7,229,-360,2.5,,
NBA 2018-2019 Regular Season,21800745,1/28/19,Indiana,H,22,26,31,21,,,,,,100,240,40,94,12,30,8,10,10,28,38,29,18,4,15,15,5,100,101.6,101.6,98.4,129.9,1,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Edmond Sumner,Darren Collison,,Eric Lewis,227,9,227,228,228u12 ,228,229,7,229,289,110.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800746,1/28/19,Brooklyn,R,26,24,38,16,,,,,,104,240,39,103,13,34,13,16,16,32,48,20,20,10,17,17,5,104,103.9,103.9,100.1,107.8,2,Rodions Kurucs,Rondae Hollis-Jefferson,Jarrett Allen,Joe Harris,D'Angelo Russell,Rodney Mott,Gediminas Petraitis,219.5,10,219.5,218.5,219,218,219,9.5,219,384,112.5,,
NBA 2018-2019 Regular Season,21800746,1/28/19,Boston,H,32,28,29,23,,,,,,112,240,45,100,13,40,9,10,16,36,52,29,16,11,17,18,16,112,103.9,103.9,107.8,100.1,1,Jayson Tatum,Marcus Morris,Al Horford,Marcus Smart,Terry Rozier,,Matt Myers,-10,-10,219.5,-9,-14,-9.5,-21.5,-9.5,219,-500,-2,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800747,1/28/19,Denver,R,16,25,19,35,,,,,,95,240,37,84,8,36,13,14,9,28,37,17,18,10,15,15,2,95,94.1,94.1,100.9,97.8,3IN4,Torrey Craig,Paul Millsap,Nikola Jokic,Gary Harris,Will Barton,Mike Callahan,Mitchell Ervin,-5,-5,208,-13,-5.5, -5.5 -15,-5.5,-5.5,205,-230,-8,,
NBA 2018-2019 Regular Season,21800747,1/28/19,Memphis,H,30,30,17,15,,,,,,92,240,35,78,9,32,13,19,9,33,42,26,22,5,19,20,7,92,94.1,94.1,97.8,100.9,3IN4,Kyle Anderson,Jaren Jackson Jr.,Marc Gasol,Justin Holiday,Mike Conley,,Mark Lindsay,208,5,208,207,206.5,206,205,5.5,205,192,100.5u15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800748,1/28/19,Atlanta,R,32,31,31,29,,,,,,123,240,44,87,10,34,25,29,15,29,44,28,25,7,17,19,6,123,99,99,124.3,119.2,1,Kevin Huerter,John Collins,Dewayne Dedmon,DeAndre' Bembry,Trae Young,Marc Davis,Ben Taylor,231,7,231,232.5,233,234.5,234,6.5,234,237,114o15,,
NBA 2018-2019 Regular Season,21800748,1/28/19,LA Clippers,H,25,36,22,35,,,,,,118,240,41,85,10,27,26,28,13,25,38,27,26,10,16,16,4,118,99,99,119.2,124.3,3IN4-B2B,Avery Bradley,Tobias Harris,Marcin Gortat,Patrick Beverley,Shai Gilgeous-Alexander,,Matt Boland,-8,-7,231,-14.5,-6.5, -6.5 -12,-6.5,-6.5,234,-290,-5.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800749,1/29/19,Washington,R,24,23,22,44,,,,,,113,240,42,87,12,36,17,23,3,33,36,31,22,8,6,6,1,113,100.6,100.6,112.3,115.3,1,Jeff Green,Trevor Ariza,Thomas Bryant,Bradley Beal,Tomas Satoransky,Zach Zarba,Matt Myers,-11.5,-6.5,219,-8,-19, -8 -09,-13,-8,218.5,-380,-7.5,,
NBA 2018-2019 Regular Season,21800749,1/29/19,Cleveland,H,26,27,35,28,,,,,,116,240,45,84,15,34,11,24,7,41,48,30,21,3,15,16,2,116,100.6,100.6,115.3,112.3,1,Rodney Hood,Cedi Osman,Ante Zizic,Alec Burks,Collin Sexton,,Nick Buchert,219,6.5,219,219,219,219,218.5,8,218.5,303,107,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800750,1/29/19,Milwaukee,R,30,32,27,26,,,,,,115,240,47,87,13,32,8,10,6,33,39,32,15,9,10,11,6,115,94.4,94.4,121.8,111.2,1,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Tony Snell,Eric Bledsoe,Kevin Cutler,Justin Van Duyne,-11.5,-6.5,217.5,-22,-12, -7 -08,-14,-7,216.5,-290,-0.5,,
NBA 2018-2019 Regular Season,21800750,1/29/19,Detroit,H,22,27,28,28,,,,,,105,240,42,89,12,37,9,12,10,29,39,29,14,8,11,12,3,105,94.4,94.4,111.2,121.8,3+,Glenn Robinson III,Blake Griffin,Andre Drummond,Langston Galloway,Reggie Jackson,,Josh Tiven,217.5,6.5,217.5,216.5,216, 215.5u25,216.5,7,216.5,237,110.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800751,1/29/19,Oklahoma City,R,32,37,22,35,,,,,,126,240,49,91,9,21,19,26,6,37,43,25,16,7,7,7,8,126,101.4,101.4,124.3,115.4,1,Paul George,Jerami Grant,Nerlens Noel,Hamidou Diallo,Russell Westbrook,Leroy Richardson,Kane Fitzgerald,-13,-6,221.5,-9.5,-6.5,-3.5,-8.5,-3.5,221.5,-155,108.5,,
NBA 2018-2019 Regular Season,21800751,1/29/19,Orlando,H,35,28,31,23,,,,,,117,240,44,102,14,41,15,18,18,35,53,26,18,4,12,12,5,117,101.4,101.4,115.4,124.3,1,Jonathan Isaac,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,,Pat Fraher,221.5,6,221.5,222.5u21,222.5,221.5,221.5o13,3.5,221.5,135,108.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800752,1/29/19,Chicago,R,19,35,25,38,,,,,,117,240,47,94,9,28,14,19,5,45,50,17,29,6,17,18,8,117,112,112,104.5,108.9,1,Wayne Selden,Lauri Markkanen,Robin Lopez,Zach LaVine,Kris Dunn,James Capers,Jonathan Sterling,217,7,217,220.5,221,221.5,220.5,6.5,220.5,234,113.5,,
NBA 2018-2019 Regular Season,21800752,1/29/19,Brooklyn,H,20,30,33,39,,,,,,122,240,42,94,10,35,28,40,7,36,43,25,21,11,8,8,2,122,112,112,108.9,104.5,B2B,Rodions Kurucs,Treveon Graham,Jarrett Allen,Joe Harris,D'Angelo Russell,,Karl Lane,-7,-7,217,-12,-11.5,-6.5,-19.5,-6.5,220.5,-285,-21.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800753,1/29/19,New Orleans,R,28,31,35,27,,,,,,121,240,46,90,9,31,20,25,13,42,55,27,17,8,17,17,9,121,104.1,104.1,116.2,111.4,2,Darius Miller,Solomon Hill,Jahlil Okafor,Jrue Holiday,Frank Jackson,David Guthrie,Ray Acosta,234.5,9.5,234.5,234,233.5,234,233,13.5,233,947,113o15,,
NBA 2018-2019 Regular Season,21800753,1/29/19,Houston,H,35,31,25,25,,,,,,116,240,40,101,19,56,17,24,15,30,45,22,20,11,12,12,5,116,104.1,104.1,111.4,116.2,1,Eric Gordon,PJ Tucker,Kenneth Faried,James Harden,Chris Paul,,Brian Forte,-9.5,-9.5,234.5,-22.5,-13.5, -13.5 -05,-21.5,-13.5,233,-1700,-5.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800754,1/29/19,Phoenix,R,33,34,24,33,,,,,,124,240,48,80,13,29,15,19,3,35,38,26,22,8,18,18,5,124,102.1,102.1,121.4,123.4,1,Mikal Bridges,Josh Jackson,Richaun Holmes,Devin Booker,Elie Okobo,Tom Washington,Mousa Dagher,223.5,13.5,223.5,226,226u12 ,225,225.5,13.5,225.5,876,110.5,,
NBA 2018-2019 Regular Season,21800754,1/29/19,San Antonio,H,33,37,26,30,,,,,,126,240,47,100,15,34,17,20,14,22,36,29,15,9,11,11,4,126,102.1,102.1,123.4,121.4,3IN4,Rudy Gay,Davis Bertans,LaMarcus Aldridge,Derrick White,Bryn Forbes,,Dedric Taylor,-13.5,-13.5,223.5,-13.5,-13.5,-18.5,-13.5,-13.5,225.5,-1500,-7,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800755,1/29/19,Philadelphia,R,39,25,32,25,,,,,,121,240,42,93,15,36,22,28,12,32,44,33,15,15,12,12,6,121,102.9,102.9,117.6,102.1,2,Jimmy Butler,Wilson Chandler,Joel Embiid,JJ Redick,Ben Simmons,Ken Mauer,Jacyn Goble,-6,-6,232,-7.5,-14.5, -7.5 -09,-30.5,-7.5,230.5,-325,-15.5,,
NBA 2018-2019 Regular Season,21800755,1/29/19,LA Lakers,H,20,33,28,24,,,,,,105,240,43,92,7,23,12,16,14,35,49,26,20,7,21,21,4,105,102.9,102.9,102.1,117.6,1,Brandon Ingram,Michael Beasley,Ivica Zubac,Kentavious Caldwell-Pope,Rajon Rondo,,Derrick Collins,232,6,232,229o21,230,230.5,230.5o11,7.5,230.5,263,112,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800756,1/30/19,Charlotte,R,28,31,16,19,,,,,,94,240,39,89,13,40,3,7,7,24,31,20,17,7,12,12,5,94,95.1,95.1,98.9,132.5,1,Nicolas Batum,Marvin Williams,Bismack Biyombo,Jeremy Lamb,Kemba Walker,Tony Brown,Natalie Sago,218,6.5,218,216,216.5,216,214.5,7.5,214.5,281,105.5,,
NBA 2018-2019 Regular Season,21800756,1/30/19,Boston,H,35,28,35,28,,,,,,126,240,50,90,12,29,14,16,12,41,53,34,14,10,10,12,7,126,95.1,95.1,132.5,98.9,1,Jayson Tatum,Marcus Morris,Al Horford,Marcus Smart,Terry Rozier,,Kevin Scott,-27.5,-6.5,218,-11.5,-6.5,-7,-22.5,-7.5,214.5,-350,-3.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800757,1/30/19,Chicago,R,31,19,28,27,,,,,,105,240,40,78,8,19,17,21,5,35,40,26,20,6,12,13,3,105,92.7,92.7,113.2,96,3IN4-B2B,Wayne Selden,Lauri Markkanen,Robin Lopez,Ryan Arcidiacono,Kris Dunn,Mike Callahan,CJ Washington,206.5o07,10.5,206.5,207.5,207,205.5,206,10,206,477,105.5,,
NBA 2018-2019 Regular Season,21800757,1/30/19,Miami,H,21,27,20,21,,,,,,89,240,34,89,12,42,9,13,15,32,47,22,20,6,14,15,2,89,92.7,92.7,96,113.2,2,Wayne Ellington,James Johnson,Hassan Whiteside,Josh Richardson,Justise Winslow,,Michael Smith,-10.5,-10.5,206.5,-25.5,-15.5, -10.5 -03,-10,-10,206,-650,-7.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800758,1/30/19,Dallas,R,24,31,35,24,,,,,,114,240,45,84,15,38,9,11,7,42,49,31,19,4,18,19,1,114,97.6,97.6,116.8,92.2,2,Harrison Barnes,Wesley Matthews,DeAndre Jordan,Luka Doncic,Dennis Smith Jr.,Ed Malloy,Justin Van Duyne,-6,-6,217,-13,-12, -7 -07,-12,-7,215,-330,-2,,
NBA 2018-2019 Regular Season,21800758,1/30/19,New York,H,20,27,23,20,,,,,,90,240,32,78,6,26,20,28,5,29,34,16,15,10,12,12,5,90,97.6,97.6,92.2,116.8,3IN4,Kevin Knox,Lance Thomas,Noah Vonleh,Trey Burke,Tim Hardaway Jr.,,Mark Lindsay,217,6,217,214.5,215,214,215,7,215,267,104,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800759,1/30/19,Indiana,R,25,20,24,20,,,,,,89,240,33,84,9,31,14,18,10,29,39,27,21,6,15,17,3,89,94.2,94.2,94.5,113.6,1,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Edmond Sumner,Darren Collison,Tony Brothers,Jonathan Sterling,217.5,1,217.5,217.5,219,219.5,218.5,1,218.5,-104,106.5,,
NBA 2018-2019 Regular Season,21800759,1/30/19,Washington,H,35,24,23,25,,,,,,107,240,41,78,12,28,13,21,8,33,41,27,24,8,14,15,4,107,94.2,94.2,113.6,94.5,3IN4-B2B,Trevor Ariza,Otto Porter Jr.,Thomas Bryant,Bradley Beal,Tomas Satoransky,,Tyler Ford,-1,-1,217.5,-1,1, -1 -15,-1,-1,218.5,-116,-1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800760,1/30/19,Memphis,R,16,28,25,24,4,,,,,97,265,36,87,6,23,19,22,14,37,51,21,27,3,18,18,7,97,99.5,90.1,97.5,99.5,1,Kyle Anderson,Jaren Jackson Jr.,Marc Gasol,Justin Holiday,Mike Conley,Rodney Mott,Aaron Smith,211,5,211,208.5u13,208.5, 208u21,206.5,3,206.5,135,101.5,,
NBA 2018-2019 Regular Season,21800760,1/30/19,Minnesota,H,24,20,27,22,6,,,,,99,265,37,95,8,35,17,22,11,30,41,25,24,12,10,13,3,99,99.5,90.1,99.5,97.5,2,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Josh Okogie,Jerryd Bayless,,Scott Wall,-5,-5,211,-9,-8.5,-3,-8,-3,206.5,-155,-7.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800761,1/30/19,Denver,R,29,24,33,19,,,,,,105,240,42,89,9,30,12,19,6,37,43,31,17,10,9,10,7,105,99.7,99.7,105.3,99.3,1,Will Barton,Paul Millsap,Nikola Jokic,Gary Harris,Monte Morris,Eric Lewis,Jason Goldenberg,-8.5,-8.5,226,-8.5,-20.5, -8.5 -15,-9,-9,226.5,-470,-7.5,,
NBA 2018-2019 Regular Season,21800761,1/30/19,New Orleans,H,26,30,19,24,,,,,,99,240,37,89,15,36,10,13,8,40,48,27,20,4,14,15,4,99,99.7,99.7,99.3,105.3,B2B,Darius Miller,Solomon Hill,Jahlil Okafor,Jrue Holiday,Frank Jackson,,Tre Maddox,226,8.5,226,226,226.5,227,226.5,9,226.5,364,111.5u15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800762,1/30/19,Atlanta,R,31,22,27,33,,,,,,113,240,38,86,16,46,21,25,9,27,36,24,19,7,20,21,3,113,105.7,105.7,106.9,127.7,1,DeAndre' Bembry,John Collins,Dewayne Dedmon,Kevin Huerter,Trae Young,Leon Wood,Brent Barnaky,233,6.5,233,235.5o16,236.5,235.5,236.5,5,236.5,176,115,,
